ID,Address,Suburb,Price,Type,Date,Rooms,Bathroom,Car,LandSize,Age,Latitude,Longitude,train_station_id,distance_to_train_station,travel_min_to_CBD,over_priced?,crime_A_average,crime_B_average,crime_C_average,closest_primary_school,distance_to_closest_primary,primary_school_ranking,closest_secondary_school,distance_to_closest_secondary,secondary_school_ranking
ID203681229,16 Clematis St,GLEN WAVERLEY,1790000.0,h,9/09/2017,4,2.0,2.0,742.0,49.0,-37.87738,145.18083,19899,6341.75,31.67,True,56.33,98.33,19.0,Mount View Primary School,702.5,45,Highvale Secondary College,1378.38,138
ID264819932,127 Stanhope St,WEST FOOTSCRAY,1060000.0,h,16/09/2017,4,3.0,2.0,512.0,99.0,-37.79487,144.86353,20022,490.38,21.4,False,298.0,735.0,154.0,Dinjerra Primary School,741.82,not ranked,Caroline Chisholm Catholic College,1549.89,not ranked
ID730167415,22 Ross St,ELSTERNWICK,895000.0,h,23/04/2016,2,1.0,1.0,147.0,104.0,-37.8849,144.9993,19954,141.33,21.5,False,1566.67,8895.33,491.0,Sholem Aleichem College,335.31,34,Adass Israel School,790.26,534
ID986470364,171 Moreland Rd,COBURG,145000.0,h,4/06/2016,4,1.0,1.0,536.0,109.0,-37.7555,144.9658,19966,367.81,30.0,False,1071.33,5783.67,419.67,Moreland Primary School,78.2,not ranked,Sydney Road Community School,1616.97,447
ID858760589,52 Parkmore Rd,FOREST HILL,1020000.0,h,15/07/2017,2,1.0,1.0,581.0,49.0,-37.84207,145.17795,19899,2404.71,31.67,False,2006.67,7754.33,1051.33,Parkmore Primary School,208.67,480,Emmaus College,720.8,142
ID968608606,4 French Ct,WATSONIA,660000.0,h,3/12/2016,3,1.0,0.0,583.0,49.0,-37.7137,145.0778,19984,609.7,37.67,False,584.33,2731.67,211.67,Watsonia Primary School,1093.74,not ranked,Loyola College,1175.68,206
ID968167037,4/19 Gray St,BENTLEIGH EAST,370000.0,u,8/10/2016,1,1.0,1.0,0.0,49.0,-37.9205,145.0528,19939,1429.52,35.15,False,925.67,4701.33,308.67,Valkstone Primary School,759.86,134,Bentleigh Secondary College,979.91,230
ID913030475,43 Fewster Rd,HAMPTON,1250000.0,h,10/09/2016,4,3.0,2.0,398.0,5.0,-37.9381,145.0161,19949,1284.44,31.5,False,1683.67,8938.67,509.33,Sandringham Primary School,1217.11,353,St Leonard's College,1293.85,43
ID719152051,18 Barnett St,SUNSHINE,700000.0,h,22/05/2016,3,1.0,4.0,505.0,59.0,-37.7817,144.8448,20021,1295.82,24.56,False,1363.67,6287.67,564.33,Sunshine Harvester Primary School,157.98,not ranked,Braybrook College,452.64,139
ID239949527,41 Grout St,HAMPTON,2550000.0,h,16/09/2017,4,2.0,2.0,620.0,26.0,-37.93478,145.01156,19949,954.61,31.5,False,1841.67,9184.67,533.33,Hampton Primary School,726.43,76,St Leonard's College,769.57,43
ID948559909,1/37 Hillside Gr,AIRPORT WEST,600000.0,h,4/03/2017,3,1.0,1.0,290.0,39.0,-37.7273,144.8744,20033,4277.37,34.0,False,1214.67,5603.67,375.33,Niddrie Primary School,530.89,445,Penleigh & Essendon Grammar School,648.01,not ranked
ID827252078,16 Cortina Pl,AVONDALE HEIGHTS,1300000.0,h,20/05/2017,4,3.0,2.0,656.0,29.0,-37.7522,144.8659,20037,4447.09,24.0,False,1672.67,10063.67,646.33,St Martin de Porres School,792.76,not ranked,Essendon Keilor College,1430.46,460
ID523715930,35/24 Craig St,KEILOR EAST,650000.0,h,27/11/2016,3,2.0,2.0,176.0,39.0,-37.7432,144.8816,20037,3362.61,24.0,False,555.67,1129.0,160.67,St John Bosco's School,655.83,not ranked,Rosehill Secondary College,559.21,239
ID161134806,73 Pridham St,PRAHRAN,1610000.0,h,16/09/2017,3,2.0,1.0,111.0,129.0,-37.85169000000001,145.00557,19946,740.0,18.21,False,705.33,5479.67,335.0,Our Lady of Lourdes School,352.16,67,The King David School,846.6,27
ID816620119,122 McIntosh Rd,ALTONA NORTH,590000.0,h,23/04/2016,3,1.0,2.0,561.0,11.0,-37.8444,144.8491,19927,2705.88,24.43,False,2489.67,11817.33,1268.67,St Leo the Great Primary School,620.46,not ranked,Emmanuel College,1539.81,180
ID554304667,395 High St,PRAHRAN,1310000.0,h,18/03/2017,2,1.0,1.0,162.0,49.0,-37.8528,145.0017,19947,914.64,16.21,False,705.33,5479.67,335.0,Our Lady of Lourdes School,682.87,67,Presentation College Windsor,816.66,not ranked
ID656457804,17 Arkle St,PRAHRAN,1460000.0,h,18/03/2017,2,1.0,2.0,227.0,89.0,-37.8543,145.003,19957,983.28,15.5,False,705.33,5479.67,335.0,Our Lady of Lourdes School,603.48,67,Christian Brothers' College St Kilda,771.94,not ranked
ID174689097,92 Sterling Dr,KEILOR EAST,698000.0,h,27/05/2017,4,2.0,2.0,535.0,54.0,-37.74083,144.85545,20003,4444.46,29.38,False,591.67,1189.67,177.33,St Peter's School,515.59,345,Essendon Keilor College,1261.56,460
ID459415617,6 Kingsley St,CAMBERWELL,3550000.0,h,13/05/2017,4,2.0,1.0,790.0,129.0,-37.8269,145.0661,19892,215.21,21.79,False,3767.67,18925.0,2042.33,Camberwell Primary School,956.95,35,Camberwell High School,692.94,112
ID462466339,29 Martin St,HEIDELBERG,1271000.0,h,22/04/2017,3,2.0,2.0,330.0,11.0,-37.7524,145.06,19935,523.66,29.82,False,1253.67,7401.33,484.67,Heidelberg Primary School,732.8,109,Our Lady of Mercy College,908.13,90
ID691420488,1 Frogmore Rd,CARNEGIE,1600000.0,h,7/05/2016,3,2.0,2.0,751.0,96.0,-37.8945,145.0648,19919,529.59,25.38,False,3703.67,18944.0,2039.33,St Patrick's School,810.86,346,Oakleigh Grammar,1590.6,270
ID915526176,14 Wolangi Ct,GREENSBOROUGH,1028000.0,h,8/07/2017,4,3.0,4.0,925.0,39.0,-37.69261,145.1105,19985,1278.28,41.67,False,663.0,4010.0,377.0,Apollo Parkways Primary School,583.18,286,Montmorency Secondary College,2405.08,not ranked
ID867379723,11 Henderson St,BRUNSWICK WEST,1500000.0,h,12/08/2017,4,2.0,3.0,444.0,22.0,-37.7628,144.94011,19968,1799.32,25.33,False,941.33,5813.0,575.67,St Joseph's School,259.24,113,Brunswick Secondary College,1591.21,211
ID582160240,21 Wards Gr,BENTLEIGH EAST,1206000.0,h,8/10/2016,4,1.0,1.0,636.0,79.0,-37.925,145.0612,19938,2259.37,36.85,False,925.67,4701.33,308.67,St Peter's School,880.08,345,Bentleigh Secondary College,289.82,230
ID266878125,7/297 Dandenong Rd,PRAHRAN,480000.0,u,18/03/2017,2,1.0,2.0,0.0,49.0,-37.8592,145.0054,19946,1199.61,18.21,False,705.33,5479.67,335.0,The King David School,460.73,140,The King David School,460.73,27
ID831646807,110 Bayview St,WILLIAMSTOWN,1200000.0,h,4/06/2016,3,2.0,2.0,315.0,29.0,-37.8595,144.8868,19993,312.97,20.86,False,1002.67,4068.0,328.33,Bayside P-12 College,244.09,not ranked,Bayside P-12 College,244.09,243
ID329865020,25 Castlewellan Bvd,HILLSIDE,1111000.0,h,19/08/2017,4,2.0,2.0,2002.0,69.0,-37.69547,144.73018000000005,20000,3926.36,37.38,False,2837.0,9343.67,1212.67,Parkwood Green Primary School,1324.75,not ranked,Springside P-9 College,1901.95,not ranked
ID841488589,102 Melville Rd,BRUNSWICK WEST,900000.0,h,14/05/2016,2,1.0,1.0,410.0,85.0,-37.7613,144.9446,19967,1415.47,27.33,False,958.67,5673.0,628.0,St Joseph's School,179.85,113,Brunswick Secondary College,1407.45,211
ID555672596,4/425 Station St,BOX HILL,880000.0,h,4/03/2017,4,2.0,2.0,206.0,16.0,-37.828,145.1215,20042,977.2,25.77,False,2897.33,11243.0,942.0,Kingswood College,588.67,53,Kingswood College,588.67,106
ID205381193,132 Coronation St,KINGSVILLE,1035000.0,h,6/08/2016,3,2.0,2.0,275.0,99.0,-37.8118,144.8801,19996,975.27,11.36,False,87.33,252.0,37.0,Kingsville Primary School,486.79,451,Gilmore College For Girls,1921.05,387
ID645120918,330 Balaclava Rd,CAULFIELD NORTH,1300000.0,h,20/05/2017,4,1.0,1.0,443.0,54.0,-37.8738,145.0349,19943,784.09,21.27,False,1593.33,6648.33,530.0,Malvern Primary School,397.69,122,Oakwood School,66.95,565
ID134006565,102/95 Ormond Rd,ELWOOD,490000.0,u,29/04/2017,1,1.0,1.0,0.0,17.0,-37.8852,144.9877,19954,1160.59,21.5,True,1666.0,9333.67,523.0,Elwood Primary School,415.43,309,Elwood College,388.47,175
ID892120510,44 Widford St,GLENROY,688000.0,h,15/10/2016,3,1.0,4.0,700.0,19.0,-37.7022,144.924,20032,651.28,36.0,True,1683.67,8938.67,509.33,Corpus Christi School,215.79,not ranked,Glenroy Secondary College,292.0,511
ID283659237,8 McCubbin St,FOOTSCRAY,910000.0,h,6/08/2016,3,1.0,1.0,361.0,79.0,-37.7913,144.8879,20023,1191.53,19.4,True,1923.67,8979.33,620.33,St John's School,556.11,489,Footscray City College,538.36,166
ID551403262,5 Robin Ct,DONCASTER,1782000.0,h,25/02/2017,4,3.0,3.0,586.0,17.0,-37.7739,145.1287,20042,5085.45,25.77,False,1666.0,9333.67,523.0,St Gregory the Great School,935.3,174,Templestowe College,914.1,307
ID618939508,71 Palmer St,COLLINGWOOD,888000.0,h,20/05/2017,2,1.0,0.0,112.0,119.0,-37.8001,144.9901,19975,396.85,13.24,False,1097.67,5916.0,553.33,Collingwood College,323.04,not ranked,Collingwood College,323.04,359
ID211417328,18 Benjamin St,SUNSHINE,860000.0,h,15/07/2017,3,1.0,3.0,446.0,109.0,-37.79354,144.8328,20021,557.04,24.56,False,1412.0,6364.0,699.33,Sunshine Primary School,331.58,not ranked,Sunshine College,477.15,233
ID342980138,29 Jackson St,NIDDRIE,1155000.0,h,27/11/2016,3,2.0,3.0,653.0,69.0,-37.7396,144.8887,20036,2961.55,27.0,False,71.0,261.0,20.0,St John Bosco's School,452.54,not ranked,Rosehill Secondary College,818.57,239
ID687796189,3/29 Mount Pleasant Rd,NUNAWADING,676000.0,u,8/07/2017,2,1.0,1.0,149.0,49.0,-37.8231,145.17911,19899,463.5,31.67,False,938.33,6892.67,553.33,Mount Pleasant Road Nunawading Primary School,616.86,154,Nunawading Christian College-Secondary,889.5,not ranked
ID924636498,63 The Corso,PARKDALE,2475000.0,h,26/08/2017,4,3.0,3.0,665.0,3.0,-37.99508,145.07544,19864,235.96,47.07,False,938.33,6892.67,553.33,Parkdale Primary School,718.47,128,St Bede's College,769.52,171
ID740277966,76 Daley St,GLENROY,605000.0,h,16/09/2017,2,1.0,6.0,589.0,39.0,-37.69708,144.92967,20031,1236.43,38.0,False,1841.67,9184.67,533.33,Glenroy Private,85.22,not ranked,Glenroy Private,85.22,not ranked
ID553048175,14 Iramoo St,BALWYN,3050000.0,h,17/06/2017,4,4.0,2.0,613.0,10.0,-37.81167,145.08595,19894,1425.76,25.77,False,959.0,4476.67,324.0,Balwyn Primary School,474.77,16,Fintona Girls' School,628.79,not ranked
ID988893746,23 High St,NUNAWADING,1310000.0,h,12/08/2017,3,1.0,2.0,717.0,36.0,-37.82688,145.17163,19899,755.29,31.67,False,938.33,6892.67,553.33,Blackburn Lake Primary School,493.07,129,Nunawading Christian College-Secondary,534.2,not ranked
ID423269579,51 Hunter St,RICHMOND,1145000.0,h,19/11/2016,2,1.0,1.0,197.0,59.0,-37.8215,145.0054,19906,700.72,11.9,False,824.67,1890.33,159.33,Trinity Catholic School,676.58,not ranked,Richmond High School,509.51,not ranked
ID344102950,42 Maud St,BALWYN NORTH,1480000.0,h,15/10/2016,3,1.0,4.0,605.0,69.0,-37.7951,145.0696,19893,3427.1,23.77,False,925.67,4701.33,308.67,St Bede's School,209.56,442,Kew High School,551.31,124
ID726539874,8/359 Balaclava Rd,CAULFIELD NORTH,290000.0,u,10/12/2016,1,1.0,1.0,952.0,49.0,-37.8744,145.0371,19943,585.83,21.27,False,1540.67,6062.33,477.67,Malvern Primary School,334.58,122,Oakwood School,261.41,565
ID333488360,17 Gordon St,NEWPORT,900000.0,t,13/05/2017,3,2.0,2.0,575.0,2.0,-37.8389,144.8666,19994,1553.69,16.31,False,84.33,293.33,23.0,Newport Gardens Primary School,729.19,411,Emmanuel College,2277.46,180
ID432018500,44 Morey St,CAMBERWELL,1500000.0,h,22/04/2017,4,2.0,2.0,468.0,22.0,-37.8417,145.097,19849,1818.32,28.67,False,3767.67,18925.0,2042.33,Wattle Park Primary School,109.05,89,Presbyterian Ladies' College,1164.47,6
ID176948088,25C MacKay St,SPRINGVALE SOUTH,850000.0,h,3/09/2017,4,2.0,2.0,584.0,19.0,-37.97291,145.15334,19891,2007.01,41.46,False,438.67,815.0,153.0,Athol Road Primary School,361.21,not ranked,Keysborough Secondary College,869.25,not ranked
ID250822865,2/99 Spray St,ELWOOD,570000.0,u,26/07/2016,2,1.0,1.0,0.0,79.0,-37.8831,144.9855,19955,1171.79,19.5,False,1566.67,8895.33,491.0,Elwood Primary School,307.96,309,Elwood College,90.66,175
ID805744385,9 Bond St,HADFIELD,735000.0,h,8/07/2017,3,1.0,1.0,626.0,69.0,-37.71425,144.95013,19962,918.07,37.0,False,1841.67,9184.67,533.33,Pascoe Vale North Primary School,793.52,not ranked,Pascoe Vale Girls Secondary College,1340.15,not ranked
ID403955045,13 Tennyson St,HIGHETT,1080000.0,h,19/08/2017,3,1.0,2.0,652.0,44.0,-37.95422,145.054,52095,662.06,42.17,False,2837.0,9343.67,1212.67,Our Lady of the Assumption School,1352.59,not ranked,Cheltenham Secondary College,1289.18,285
ID936732137,104 Hannan St,WILLIAMSTOWN,2050000.0,h,22/05/2016,4,2.0,2.0,648.0,8.0,-37.8601,144.8879,19993,324.66,20.86,False,1002.67,4068.0,328.33,Bayside P-12 College,356.52,not ranked,Bayside P-12 College,356.52,243
ID595616519,20 Hilton St,CLIFTON HILL,973000.0,h,12/08/2017,2,1.0,0.0,163.0,49.0,-37.793,144.98763,19974,838.38,15.14,False,1097.67,5916.0,553.33,Clifton Hill Primary School,161.61,144,Fitzroy High School,900.55,248
ID785086107,74 Hunter St,RICHMOND,1250000.0,h,27/05/2017,3,1.0,1.0,111.0,69.0,-37.82137,145.00512,19906,721.58,11.9,False,885.0,1901.0,227.67,Trinity Catholic School,672.82,not ranked,Richmond High School,485.79,not ranked
ID756543777,2/175 Kent St,RICHMOND,855000.0,t,10/09/2016,2,1.0,1.0,92.0,49.0,-37.815,145.00799999999995,19906,1398.71,11.9,False,824.67,1890.33,159.33,Yarra Primary School,60.74,475,Richmond High School,529.75,not ranked
ID857908254,153 Coronation St,KINGSVILLE,967500.0,h,18/03/2017,3,1.0,1.0,325.0,129.0,-37.812,144.8804,19996,941.62,11.36,False,92.33,260.0,36.67,Kingsville Primary School,509.38,451,Gilmore College For Girls,1919.88,387
ID814084671,1/60 The Parade,ASCOT VALE,690000.0,u,22/05/2016,2,1.0,1.0,0.0,119.0,-37.7728,144.9169,20039,515.06,20.0,True,2489.67,11817.33,1268.67,St Mary's School,508.71,159,Lowther Hall Anglican Grammar School,1445.07,not ranked
ID147185510,2A Edyvean St,SURREY HILLS,1185000.0,h,25/02/2017,3,2.0,2.0,267.0,19.0,-37.8302,145.1046,19895,846.28,25.5,True,2532.33,5455.0,713.0,Our Lady of Perpetual Succour School,597.11,178,Kingswood College,1266.27,106
ID114414340,110/171 Flemington Rd,NORTH MELBOURNE,550000.0,u,7/11/2016,2,1.0,2.0,0.0,44.0,-37.7955,144.9492,19972,1154.68,17.0,False,71.0,261.0,20.0,St Michael's School,356.68,155,University High School,568.09,67
ID561485525,7 Pridham St,MARIBYRNONG,1151000.0,h,27/06/2016,5,2.0,5.0,694.0,69.0,-37.7819,144.8901,20023,2255.64,19.4,False,610.0,1743.67,228.0,Footscray North Primary School,879.68,235,Maribyrnong Secondary College,311.4,not ranked
ID143029438,1c Hazel Gr,PASCOE VALE,530000.0,t,8/10/2016,2,1.0,1.0,156.0,15.0,-37.7311,144.9395,20034,995.97,31.0,False,659.0,5219.33,338.33,Pascoe Vale Primary School,198.14,414,Antonine College,1158.91,482
ID519834929,34 Haughton Pde,ROSANNA,1150000.0,h,13/05/2017,4,1.0,2.0,672.0,119.0,-37.7438,145.0769,19936,952.66,31.75,False,885.0,1901.0,227.67,Banyule Primary School,93.76,86,Viewbank College,900.88,96
ID759206785,131 Odessa Av,KEILOR DOWNS,620000.0,h,8/07/2017,3,1.0,4.0,650.0,34.0,-37.71575,144.80598,20001,1852.04,34.38,False,2837.0,9343.67,1212.67,St Mary MacKillop Primary School,190.75,not ranked,Keilor Downs Secondary College,459.18,not ranked
ID697215319,10 Beryl St,ESSENDON WEST,1390000.0,h,24/06/2017,3,1.0,2.0,793.0,17.0,-37.74944,144.88478999999995,20037,2859.46,24.0,True,1253.67,7401.33,484.67,St John Bosco's School,744.02,not ranked,St Bernard's College,140.05,130
ID141393770,9 Queen St,ORMOND,1920000.0,h,4/06/2016,4,1.0,1.0,805.0,94.0,-37.9066,145.0354,19940,485.07,33.15,False,268.33,736.0,128.33,Ormond Primary School,158.45,112,Divrei Emineh,335.01,not ranked
ID314677745,8 Rose St,BENTLEIGH,2435000.0,h,6/08/2016,4,2.0,2.0,795.0,91.0,-37.9166,145.0314,19939,499.85,35.15,False,925.67,4701.33,308.67,Bentleigh West Primary School,601.92,31,Brighton Secondary College,1148.83,213
ID336552574,17 Goodman St,BRUNSWICK,916000.0,h,24/09/2016,2,1.0,0.0,1328.0,129.0,-37.773,144.9568,19969,278.16,24.33,False,958.67,5673.0,628.0,Brunswick South West Primary School,1199.13,316,Brunswick Secondary College,281.97,211
ID497543366,32 Kynoch St,DEER PARK,650000.0,h,24/06/2017,4,2.0,2.0,709.0,49.0,-37.76336,144.7725,19982,1603.48,23.91,False,326.67,1234.67,99.0,St Peter Chanel School,641.63,not ranked,Victoria University Secondary College,2835.08,not ranked
ID597820731,234 Victoria St,BRUNSWICK,1026000.0,h,3/09/2016,2,1.0,0.0,225.0,114.0,-37.7676,144.9665,19968,608.51,25.33,True,958.67,5673.0,628.0,St Margaret Mary's School,1010.1,483,Sydney Road Community School,468.61,447
ID156683672,22 Almay Gr,HEIDELBERG,1220000.0,h,6/08/2016,3,1.0,1.0,858.0,59.0,-37.7504,145.0643,19935,808.07,29.82,False,1144.33,6845.67,375.67,Heidelberg Primary School,569.64,109,Our Lady of Mercy College,886.71,90
ID443991431,4/1 Winbourne Rd,MOUNT WAVERLEY,620000.0,u,27/05/2017,2,1.0,1.0,190.0,26.0,-37.87677,145.11961000000005,19847,3634.65,31.67,False,1471.0,7759.67,779.67,Mount Waverley Primary School,637.87,111,Avila College,1221.51,102
ID990987360,2/2 Dundas St,THORNBURY,450000.0,u,18/03/2017,2,1.0,1.0,0.0,49.0,-37.7526,145.0023,20014,426.82,25.3,False,2532.33,5455.0,713.0,St Mary's School,475.35,159,St John's College Preston,673.22,not ranked
ID508879962,10/14 Cromwell Rd,SOUTH YARRA,499000.0,u,8/04/2017,2,1.0,1.0,0.0,49.0,-37.8452,145.0001,19947,191.89,16.21,False,1245.0,3886.0,447.67,Toorak Primary School,862.36,83,Melbourne High School,1022.42,2
ID909084976,205/201 High St,PRAHRAN,475000.0,u,29/04/2017,2,1.0,1.0,0.0,114.0,-37.8519,144.9948,19958,508.75,13.5,False,705.33,5479.67,335.0,Windsor Primary School,605.95,not ranked,Prahran High School,326.8,not ranked
ID807949026,1/6 Parnell St,ELSTERNWICK,1970000.0,t,27/05/2017,4,2.0,2.0,470.0,44.0,-37.89359,145.01267,19953,822.92,23.5,False,1666.0,9333.67,523.0,Leibler Yavneh College,536.94,not ranked,Leibler Yavneh College,536.94,28
ID873575216,11 Church St,WEST FOOTSCRAY,1100500.0,h,19/08/2017,3,2.0,2.0,427.0,83.0,-37.79105,144.87913999999995,20023,1315.4,19.4,False,298.0,735.0,154.0,Footscray North Primary School,523.33,235,Footscray City College,1308.37,166
ID863435956,20 Salisbury Gr,NORTHCOTE,790000.0,h,10/09/2016,2,1.0,1.0,136.0,19.0,-37.7651,145.0027,20015,508.95,23.3,False,136.33,302.67,42.0,Wales Street Primary School,671.56,175,Santa Maria College,585.4,137
ID223640086,180 Grandview Gr,ROSANNA,1245000.0,h,16/04/2016,6,3.0,4.0,911.0,49.0,-37.7312,145.0635,19983,761.8,34.75,False,824.67,1890.33,159.33,Rosanna Primary School,469.96,367,Charles La Trobe P-12 College,494.14,465
ID415391511,4 Farnham St,FLEMINGTON,1115000.0,h,27/11/2016,3,1.0,1.0,244.0,79.0,-37.7823,144.9278,20040,569.19,18.0,True,1923.67,8979.33,620.33,St Brendan's School,436.53,not ranked,Mount Alexander 7-12 College,478.44,not ranked
ID195972061,1/1 Cherryhinton St,BOX HILL,790000.0,u,4/03/2017,2,1.0,1.0,195.0,54.0,-37.826,145.129,20042,1006.25,25.77,False,2897.33,11243.0,942.0,St Francis Xavier's School,863.82,376,Our Lady of Sion College,855.61,69
ID418692059,25 Allan St,ALTONA NORTH,875000.0,h,8/10/2016,4,1.0,4.0,559.0,54.0,-37.8448,144.8529,19994,2708.63,16.31,False,2489.67,11817.33,1268.67,St Leo the Great Primary School,630.59,not ranked,Emmanuel College,1733.62,180
ID394723741,84 Raleigh St,THORNBURY,760000.0,h,16/04/2016,2,1.0,0.0,0.0,119.0,-37.7595,145.0061,20014,827.16,25.3,False,2403.67,5212.33,586.67,Wales Street Primary School,328.5,175,Santa Maria College,1249.74,137
ID817600928,403/19 Pentridge Bvd,COBURG,470000.0,u,18/06/2016,2,2.0,1.0,0.0,49.0,-37.7379,144.9683,19965,660.12,32.0,False,1071.33,5783.67,419.67,St Paul's School,121.06,211,Australian International Academy of Education,259.29,not ranked
ID738089025,35 Adrian St,GLEN IRIS,2400000.0,h,30/07/2016,5,3.0,2.0,709.0,89.0,-37.8529,145.0806,19849,149.0,28.67,False,1923.67,8979.33,620.33,Hartwell Primary School,637.83,78,Siena College Ltd,2148.54,not ranked
ID478299231,103 Pleasant Rd,HAWTHORN EAST,1900000.0,h,28/05/2016,5,3.0,3.0,0.0,49.0,-37.8351,145.0554,19853,993.1,19.09,False,1144.33,6845.67,375.67,Camberwell Primary School,355.71,35,SEDA College (Victoria),503.38,not ranked
ID479937345,2/15 Jasper Rd,BENTLEIGH,725000.0,u,13/08/2016,2,1.0,1.0,227.0,29.0,-37.9326,145.0387,19937,260.3,38.27,False,925.67,4701.33,308.67,Tucker Road Bentleigh Primary School,905.41,380,Our Lady of the Sacred Heart College,773.26,not ranked
ID164662966,301/228 The Avenue,PARKVILLE,1560000.0,u,27/05/2017,3,2.0,1.0,2431.0,69.0,-37.78212,144.95755,19970,473.17,22.33,False,142.0,344.67,39.33,Princes Hill Primary School,947.85,not ranked,Princes Hill Secondary College,675.29,not ranked
ID695539907,52 Powell St,RESERVOIR,1200000.0,h,12/08/2017,4,2.0,2.0,499.0,79.0,-37.72614,144.99892,20011,422.49,31.2,False,885.0,1901.0,227.67,Reservoir West Primary School,885.62,not ranked,Preston High School,1847.15,not ranked
ID157232255,7 Marigolds Rd,YALLAMBIE,984000.0,h,29/04/2017,3,2.0,2.0,552.0,59.0,-37.7285,145.0851,19983,1431.93,34.75,False,1064.67,4200.67,432.67,Viewbank Primary School,816.27,238,Macleod College,1208.73,459
ID509322705,3/1 Carmichael St,WEST FOOTSCRAY,510000.0,t,18/03/2017,2,2.0,1.0,0.0,89.0,-37.7991,144.879,20023,632.77,19.4,False,298.0,735.0,154.0,Footscray West Primary School,574.33,399,Gilmore College For Girls,1397.31,387
ID418004158,18 Pitt St,CARLTON,920000.0,h,15/10/2016,3,1.0,0.0,121.0,9.0,-37.7957,144.9725,19843,1709.55,6.1,False,97.67,243.0,33.0,Carlton Primary School,180.65,not ranked,Academy of Mary Immaculate,907.43,144
ID193361997,3a Fraser St,ORMOND,861000.0,h,14/05/2016,2,1.0,1.0,0.0,17.0,-37.9026,145.0364,19941,290.35,32.15,False,268.33,736.0,128.33,Divrei Emineh,160.77,not ranked,Divrei Emineh,160.77,not ranked
ID196783701,11 Grange Rd,AIRPORT WEST,975500.0,h,26/08/2017,3,1.0,1.0,697.0,109.0,-37.73254,144.88321000000005,20036,3700.98,27.0,True,1214.67,5603.67,375.33,Niddrie Primary School,460.93,445,Penleigh & Essendon Grammar School,1134.13,not ranked
ID703674992,5/67 Oxford St,NEWPORT,680000.0,h,23/04/2016,2,1.0,1.0,229.0,19.0,-37.8368,144.8768,19994,889.53,16.31,False,71.0,261.0,20.0,Newport Lakes Primary School,226.12,228,Bayside P-12 College,2441.26,243
ID309766595,160 Duke St,BRAYBROOK,826000.0,h,16/07/2016,2,1.0,2.0,667.0,69.0,-37.7799,144.8473,20021,1591.87,24.56,False,2744.33,10289.67,780.0,Sunshine Harvester Primary School,366.34,not ranked,Braybrook College,184.08,139
ID806731145,1/76 Queen St,ALTONA,801250.0,u,26/08/2017,2,1.0,1.0,245.0,139.0,-37.87046,144.83482,19926,585.48,26.43,False,2494.67,11307.0,1410.0,St Mary's School,707.03,159,Altona College,1711.03,not ranked
ID975636778,7 Loddon Av,RESERVOIR,935000.0,h,16/09/2017,3,1.0,2.0,768.0,129.0,-37.7234,145.0266,20010,1872.36,34.2,False,885.0,1901.0,227.67,Reservoir East Primary School,566.78,not ranked,Reservoir High School,306.82,346
ID432725863,1/233 Huntingdale Rd,OAKLEIGH,637000.0,u,26/07/2016,3,1.0,2.0,119.0,49.0,-37.9058,145.1043,19916,605.15,31.35,False,431.33,971.0,220.67,Amsleigh Park Primary School,726.02,not ranked,Sacred Heart Girls' College,1650.49,93
ID653863161,14 King St,FITZROY NORTH,1300000.0,h,27/11/2016,3,1.0,0.0,309.0,129.0,-37.776,144.9832,20017,884.07,19.3,False,1923.67,8979.33,620.33,Deutsche Schule Melbourne,317.45,151,Northcote High School,608.14,178
ID639200606,503/99 River St,SOUTH YARRA,978500.0,u,4/03/2017,2,2.0,2.0,17200.0,19.0,-37.8361,144.9966,19959,456.63,12.54,False,1245.0,3886.0,447.67,Richmond Primary School,758.83,260,Melbourne High School,139.17,2
ID836403848,2/40 Carrol Gr,MOUNT WAVERLEY,870000.0,u,24/06/2017,3,2.0,2.0,264.0,823.0,-37.89251,145.11121,19917,2193.91,29.35,False,1471.0,7759.67,779.67,Mount Waverley Heights Primary School,394.73,96,Salesian College,1452.57,153
ID900610393,558 Waverley Rd,MALVERN EAST,1500000.0,h,18/03/2017,3,1.0,2.0,888.0,133.0,-37.8799,145.0738,19919,1277.82,25.38,False,717.33,1763.0,318.67,Malvern Valley Primary School,681.56,139,Oakleigh Grammar,1950.08,270
ID497397584,12 Inkerman St,MAIDSTONE,1005000.0,h,22/07/2017,3,1.0,5.0,653.0,89.0,-37.78639,144.88214,20023,1739.08,19.4,False,717.33,1763.0,318.67,Footscray North Primary School,185.83,235,Maribyrnong Secondary College,934.07,not ranked
ID868111996,31 Johnson St,RICHMOND,1350000.0,h,7/05/2016,3,1.0,2.0,332.0,79.0,-37.8131,145.005,19977,1139.67,10.24,False,824.67,1890.33,159.33,Yarra Primary School,277.47,475,Lynall Hall Community School,446.66,559
ID623485052,25 Darebin Ct,MEADOW HEIGHTS,370000.0,h,16/09/2017,3,1.0,1.0,784.0,41.0,-37.65877,144.91191,44817,1271.1,43.0,False,318.33,497.0,140.67,Bethal Primary School,522.89,not ranked,St Mary's Coptic Orthodox College,1732.23,not ranked
ID984022149,101 Roberts St,YARRAVILLE,1050000.0,h,4/06/2016,3,2.0,1.0,462.0,59.0,-37.8128,144.8695,20022,1614.68,21.4,False,703.67,1502.0,135.67,Kingsville Primary School,454.09,451,Gilmore College For Girls,2703.97,387
